,,PM2.5,PM10,CO,NO2,SO2,O3,time
1648,1648,130,199,0.95,79,16,2,2019/1/22 2:00
1649,1649,127,184,0.98,75,16,2,2019/1/22 3:00
1650,1650,128,185,1.04,73,17,2,2019/1/22 4:00
1651,1651,125,182,1.19,72,18,2,2019/1/22 5:00
1652,1652,125,184,1.21,78,22,2,2019/1/22 6:00
1653,1653,104,195,0.74,71,21,5,2019/1/22 7:00
1654,1654,90,174,0.39,51,19,19,2019/1/22 8:00
1655,1655,73,124,0.27,40,16,34,2019/1/22 9:00
1656,1656,54,112,0.18,29,15,59,2019/1/22 10:00
1657,1657,58,121,0.16,20,15,85,2019/1/22 11:00
1658,1658,46,104,0.19,20,15,92,2019/1/22 12:00
1659,1659,53,107,0.21,24,16,96,2019/1/22 13:00
1660,1660,67,104,0.22,27,16,94,2019/1/22 14:00
1661,1661,57,104,0.27,36,15,87,2019/1/22 15:00
1662,1662,,,,,,,2019/1/22 16:00
1663,1663,70,124,0.54,92,16,28,2019/1/22 17:00
1664,1664,84,151,0.82,117,16,5,2019/1/22 18:00
1665,1665,88,162,1.09,113,17,4,2019/1/22 19:00
1666,1666,96,167,1.45,118,20,4,2019/1/22 20:00
1667,1667,106,184,1.59,107,21,3,2019/1/22 21:00
1668,1668,95,184,1.36,94,17,3,2019/1/22 22:00
1669,1669,92,145,1.07,88,14,2,2019/1/22 23:00
1670,1670,80,122,1.07,83,14,2,2019/1/23 0:00
1671,1671,84,122,0.96,78,14,2,2019/1/23 1:00
1672,1672,83,123,0.88,87,16,2,2019/1/23 2:00
1673,1673,88,133,0.86,79,15,2,2019/1/23 3:00
1674,1674,81,124,0.84,76,14,2,2019/1/23 4:00
1675,1675,89,129,0.9,83,16,2,2019/1/23 5:00
1676,1676,98,147,1.03,83,17,2,2019/1/23 6:00
1677,1677,111,183,1.11,82,20,3,2019/1/23 7:00
1678,1678,109,200,1.18,88,26,4,2019/1/23 8:00
1679,1679,119,202,2.13,93,57,11,2019/1/23 9:00
1680,1680,112,187,1.14,79,40,31,2019/1/23 10:00
1681,1681,92,146,0.64,55,22,64,2019/1/23 11:00
1682,1682,66,105,0.31,30,17,100,2019/1/23 12:00
1683,1683,60,100,0.28,30,16,102,2019/1/23 13:00
1684,1684,64,94,0.28,40,16,92,2019/1/23 14:00
1685,1685,63,123,0.3,54,15,83,2019/1/23 15:00
1686,1686,59,126,0.78,119,14,14,2019/1/23 16:00
1687,1687,84,196,2,128,28,6,2019/1/23 17:00
1688,1688,121,267,2.26,121,29,3,2019/1/23 18:00
1689,1689,101,239,1.96,119,21,3,2019/1/23 19:00
1690,1690,107,206,1.98,115,22,3,2019/1/23 20:00
1691,1691,97,176,2.27,106,22,3,2019/1/23 21:00
1692,1692,96,189,1.7,94,19,2,2019/1/23 22:00
1693,1693,92,149,1.3,85,15,2,2019/1/23 23:00
1694,1694,73,119,1.06,81,13,2,2019/1/24 0:00
1695,1695,79,110,1,78,13,2,2019/1/24 1:00
1696,1696,77,118,0.96,73,12,2,2019/1/24 2:00
1697,1697,88,118,0.89,79,15,2,2019/1/24 3:00
1698,1698,97,132,0.93,86,17,2,2019/1/24 4:00
1699,1699,105,145,1.06,82,16,3,2019/1/24 5:00
1700,1700,114,170,1.32,89,18,3,2019/1/24 6:00
1701,1701,132,216,1.56,102,23,3,2019/1/24 7:00
1702,1702,131,217,1.3,106,25,6,2019/1/24 8:00
1703,1703,133,211,1.08,115,25,12,2019/1/24 9:00
1704,1704,130,201,0.67,58,22,69,2019/1/24 10:00
1705,1705,101,139,0.55,41,19,105,2019/1/24 11:00
1706,1706,94,134,0.51,41,18,112,2019/1/24 12:00
1707,1707,90,119,0.41,54,18,108,2019/1/24 13:00
1708,1708,85,130,0.36,47,17,110,2019/1/24 14:00
1709,1709,78,124,0.42,56,17,105,2019/1/24 15:00
1710,1710,94,134,0.5,54,16,102,2019/1/24 16:00
1711,1711,88,141,0.61,63,17,85,2019/1/24 17:00
1712,1712,102,157,0.74,79,20,66,2019/1/24 18:00
1713,1713,113,171,1.08,134,17,9,2019/1/24 19:00
1714,1714,129,225,0.98,130,16,11,2019/1/24 20:00
1715,1715,128,179,0.72,90,16,46,2019/1/24 21:00
1716,1716,135,169,0.68,80,16,50,2019/1/24 22:00
1717,1717,136,175,0.65,81,16,39,2019/1/24 23:00
1718,1718,142,182,0.76,96,17,21,2019/1/25 0:00
1719,1719,133,174,0.85,105,18,11,2019/1/25 1:00
1720,1720,124,164,0.96,103,17,8,2019/1/25 2:00
1721,1721,113,158,0.9,99,17,8,2019/1/25 3:00
1722,1722,117,154,0.76,99,17,8,2019/1/25 4:00
1723,1723,109,151,0.6,78,17,23,2019/1/25 5:00
1724,1724,100,143,0.74,97,16,6,2019/1/25 6:00
1725,1725,103,155,0.81,94,17,10,2019/1/25 7:00
1726,1726,106,161,0.98,88,22,9,2019/1/25 8:00
1727,1727,115,198,0.98,86,22,14,2019/1/25 9:00
1728,1728,114,164,0.9,82,23,23,2019/1/25 10:00
1729,1729,109,164,0.75,65,27,48,2019/1/25 11:00
1730,1730,104,158,0.5,31,19,88,2019/1/25 12:00
1731,1731,79,149,0.39,26,15,92,2019/1/25 13:00
1732,1732,66,113,0.3,26,14,90,2019/1/25 14:00
1733,1733,64,96,0.31,22,15,91,2019/1/25 15:00
1734,1734,67,94,0.36,30,11,44,2019/1/25 16:00
1735,1735,67,125,0.35,27,9,37,2019/1/25 17:00
1736,1736,71,102,0.33,23,9,43,2019/1/25 18:00
1737,1737,71,103,0.36,23,11,48,2019/1/25 19:00
1738,1738,56,88,0.33,27,13,45,2019/1/25 20:00
1739,1739,56,73,0.28,24,13,48,2019/1/25 21:00
1740,1740,48,69,0.11,14,12,64,2019/1/25 22:00
1741,1741,26,59,0.13,16,12,59,2019/1/25 23:00
1742,1742,30,60,0.09,19,14,51,2019/1/26 0:00
1743,1743,28,57,0.07,16,13,52,2019/1/26 1:00
1744,1744,21,47,0.07,17,13,49,2019/1/26 2:00
1745,1745,17,34,0.1,19,16,47,2019/1/26 3:00
1746,1746,22,29,0.09,16,16,50,2019/1/26 4:00
1747,1747,16,32,0.05,20,14,48,2019/1/26 5:00
1748,1748,22,30,0.1,36,13,30,2019/1/26 6:00
1749,1749,15,38,0.1,27,14,38,2019/1/26 7:00
1750,1750,18,29,0.11,19,13,53,2019/1/26 8:00
1751,1751,19,28,0.12,19,11,58,2019/1/26 9:00
1752,1752,13,43,0.11,18,11,62,2019/1/26 10:00
1753,1753,18,37,0.08,14,10,67,2019/1/26 11:00
1754,1754,15,33,0.06,15,10,67,2019/1/26 12:00
1755,1755,21,29,0.08,21,11,66,2019/1/26 13:00
1756,1756,13,36,0.08,23,12,68,2019/1/26 14:00
1757,1757,11,40,0.06,28,12,61,2019/1/26 15:00
1758,1758,18,42,0.11,29,10,56,2019/1/26 16:00
1759,1759,19,37,0.16,35,10,50,2019/1/26 17:00
1760,1760,23,49,0.22,37,12,44,2019/1/26 18:00
1761,1761,35,51,0.21,43,11,36,2019/1/26 19:00
1762,1762,21,52,0.28,46,12,31,2019/1/26 20:00
1763,1763,31,57,0.22,48,10,28,2019/1/26 21:00
1764,1764,29,54,0.23,47,10,25,2019/1/26 22:00
1765,1765,32,56,0.21,34,11,37,2019/1/26 23:00
1766,1766,34,51,0.17,53,11,17,2019/1/27 0:00
1767,1767,31,59,0.26,54,11,8,2019/1/27 1:00
1768,1768,40,59,0.33,44,11,16,2019/1/27 2:00
1769,1769,32,53,0.51,42,12,17,2019/1/27 3:00
1770,1770,25,48,0.64,31,12,26,2019/1/27 4:00
1771,1771,32,53,0.4,34,11,25,2019/1/27 5:00
1772,1772,32,51,0.31,36,10,25,2019/1/27 6:00
1773,1773,29,51,0.22,25,11,39,2019/1/27 7:00
1774,1774,28,51,0.21,20,12,49,2019/1/27 8:00
1775,1775,23,58,0.24,21,12,50,2019/1/27 9:00
1776,1776,34,52,0.22,22,12,56,2019/1/27 10:00
1777,1777,28,59,0.22,20,11,61,2019/1/27 11:00
1778,1778,31,53,0.2,19,10,71,2019/1/27 12:00
1779,1779,31,47,0.2,20,9,74,2019/1/27 13:00
1780,1780,31,50,0.22,21,10,78,2019/1/27 14:00
1781,1781,31,52,0.25,24,9,77,2019/1/27 15:00
1782,1782,31,55,0.37,44,10,57,2019/1/27 16:00
1783,1783,44,70,0.53,67,11,27,2019/1/27 17:00
1784,1784,52,91,0.51,82,10,13,2019/1/27 18:00
1785,1785,51,95,0.51,81,11,9,2019/1/27 19:00
1786,1786,57,98,0.56,85,12,4,2019/1/27 20:00
1787,1787,57,86,0.65,83,11,5,2019/1/27 21:00
1788,1788,53,86,0.58,83,11,4,2019/1/27 22:00
1789,1789,50,87,0.62,81,11,4,2019/1/27 23:00
1790,1790,55,84,0.57,77,12,2,2019/1/28 0:00
1791,1791,52,101,0.54,77,12,3,2019/1/28 1:00
1792,1792,54,102,0.56,78,13,3,2019/1/28 2:00
1793,1793,68,101,0.72,74,19,3,2019/1/28 3:00
1794,1794,84,120,0.65,59,18,12,2019/1/28 4:00
1795,1795,95,120,0.5,42,16,31,2019/1/28 5:00
1796,1796,103,131,0.56,41,16,38,2019/1/28 6:00
1797,1797,107,130,0.54,35,15,45,2019/1/28 7:00
1798,1798,82,118,0.52,34,14,49,2019/1/28 8:00
1799,1799,89,109,0.56,48,15,35,2019/1/28 9:00
1800,1800,,,,,,,2019/1/28 10:00
1801,1801,,,,,,,2019/1/28 11:00
1802,1802,,,,,,,2019/1/28 12:00
1803,1803,,,,,,,2019/1/28 13:00
1804,1804,95,103,0.73,45,10,27,2019/1/28 14:00
1805,1805,95,109,0.78,46,10,27,2019/1/28 15:00
1806,1806,113,128,0.76,51,10,25,2019/1/28 16:00
1807,1807,111,128,0.82,55,10,19,2019/1/28 17:00
1808,1808,110,124,0.83,58,10,16,2019/1/28 18:00
1809,1809,109,122,0.84,64,10,12,2019/1/28 19:00
1810,1810,113,122,0.83,62,10,11,2019/1/28 20:00
1811,1811,115,119,0.84,63,9,9,2019/1/28 21:00
1812,1812,115,125,0.83,57,11,14,2019/1/28 22:00
1813,1813,115,123,0.85,55,10,12,2019/1/28 23:00
1814,1814,102,125,0.8,38,11,28,2019/1/29 0:00
1815,1815,107,116,0.76,37,10,31,2019/1/29 1:00
1816,1816,92,110,0.7,30,10,40,2019/1/29 2:00
1817,1817,82,103,0.74,27,11,48,2019/1/29 3:00
1818,1818,78,93,0.68,27,11,50,2019/1/29 4:00
1819,1819,76,99,0.75,30,11,44,2019/1/29 5:00
1820,1820,76,108,0.83,43,11,24,2019/1/29 6:00
1821,1821,90,119,0.93,47,12,20,2019/1/29 7:00
1822,1822,56,134,0.99,39,14,32,2019/1/29 8:00
1823,1823,50,122,1.21,34,18,43,2019/1/29 9:00
1824,1824,57,105,1.07,28,16,56,2019/1/29 10:00
1825,1825,61,106,0.97,29,16,62,2019/1/29 11:00
1826,1826,60,107,0.96,30,15,64,2019/1/29 12:00
1827,1827,60,110,0.95,30,14,67,2019/1/29 13:00
1828,1828,71,105,0.93,34,12,59,2019/1/29 14:00
1829,1829,69,104,1.05,42,12,48,2019/1/29 15:00
1830,1830,74,112,1.11,41,13,50,2019/1/29 16:00
1831,1831,71,106,1.07,48,12,41,2019/1/29 17:00
1832,1832,84,115,0.93,43,12,42,2019/1/29 18:00
1833,1833,80,101,0.88,47,10,35,2019/1/29 19:00
1834,1834,76,97,1.08,63,10,16,2019/1/29 20:00
1835,1835,75,96,0.98,62,9,10,2019/1/29 21:00
1836,1836,82,92,0.96,49,9,15,2019/1/29 22:00
1837,1837,79,93,0.89,44,9,20,2019/1/29 23:00
1838,1838,98,101,1.1,62,9,4,2019/1/30 0:00
1839,1839,83,97,1.01,56,9,6,2019/1/30 1:00
1840,1840,85,107,1.04,56,8,5,2019/1/30 2:00
1841,1841,84,100,1.07,55,9,4,2019/1/30 3:00
1842,1842,87,99,1,50,9,5,2019/1/30 4:00
1843,1843,89,102,1.06,54,8,3,2019/1/30 5:00
1844,1844,78,91,1.01,51,9,3,2019/1/30 6:00
1845,1845,71,86,0.93,46,10,3,2019/1/30 7:00
1846,1846,63,78,0.82,47,10,4,2019/1/30 8:00
1847,1847,57,76,0.79,42,9,5,2019/1/30 9:00
1848,1848,61,72,0.77,44,9,5,2019/1/30 10:00
1849,1849,50,71,0.78,42,9,5,2019/1/30 11:00
1850,1850,52,73,0.75,45,9,4,2019/1/30 12:00
1851,1851,56,56,0.78,45,9,4,2019/1/30 13:00
1852,1852,50,56,0.59,44,9,7,2019/1/30 14:00
1853,1853,45,49,0.62,51,8,6,2019/1/30 15:00
1854,1854,38,42,0.62,55,9,3,2019/1/30 16:00
1855,1855,40,47,0.56,53,8,5,2019/1/30 17:00
1856,1856,45,43,0.41,34,8,20,2019/1/30 18:00
1857,1857,38,37,0.31,24,8,31,2019/1/30 19:00
1858,1858,25,24,0.33,20,8,35,2019/1/30 20:00
1859,1859,24,18,0.29,18,8,43,2019/1/30 21:00
1860,1860,18,15,0.2,14,8,56,2019/1/30 22:00
1861,1861,13,5,0.11,9,8,69,2019/1/30 23:00
1862,1862,7,3,0.14,6,7,73,2019/1/31 0:00
1863,1863,6,2,0.12,5,7,73,2019/1/31 1:00
1864,1864,1,2,0.08,7,7,71,2019/1/31 2:00
1865,1865,2,2,0.13,10,7,69,2019/1/31 3:00
1866,1866,2,2,0.35,17,7,66,2019/1/31 4:00
1867,1867,2,2,0.53,28,8,56,2019/1/31 5:00
1868,1868,14,2,0.67,38,8,44,2019/1/31 6:00
1869,1869,17,13,0.61,29,8,49,2019/1/31 7:00
1870,1870,17,12,0.43,19,7,57,2019/1/31 8:00
1871,1871,20,13,0.34,18,7,57,2019/1/31 9:00
1872,1872,11,9,0.31,18,7,59,2019/1/31 10:00
1873,1873,9,9,0.31,17,7,63,2019/1/31 11:00
1874,1874,14,7,0.33,19,7,58,2019/1/31 12:00
1875,1875,13,11,0.3,20,7,56,2019/1/31 13:00
1876,1876,21,18,0.48,27,7,51,2019/1/31 14:00
1877,1877,27,22,0.86,30,10,50,2019/1/31 15:00
1878,1878,31,32,0.94,31,9,46,2019/1/31 16:00
1879,1879,41,44,0.93,32,9,44,2019/1/31 17:00
1880,1880,49,50,0.63,27,8,47,2019/1/31 18:00
1881,1881,33,43,0.42,23,7,52,2019/1/31 19:00
1882,1882,28,39,0.4,24,7,50,2019/1/31 20:00
1883,1883,31,38,0.32,19,7,58,2019/1/31 21:00
1884,1884,35,43,0.32,14,7,66,2019/1/31 22:00
1885,1885,36,42,0.3,13,7,67,2019/1/31 23:00
1886,1886,28,40,0.33,12,7,69,2019/2/1 0:00
1887,1887,40,48,0.37,11,7,69,2019/2/1 1:00
1888,1888,34,53,0.47,11,7,72,2019/2/1 2:00
1889,1889,51,56,0.56,9,7,77,2019/2/1 3:00
1890,1890,59,58,0.57,14,8,74,2019/2/1 4:00
1891,1891,51,58,0.62,17,8,69,2019/2/1 5:00
1892,1892,63,62,0.69,22,8,64,2019/2/1 6:00
1893,1893,59,61,0.7,20,8,63,2019/2/1 7:00
1894,1894,51,66,0.68,19,9,67,2019/2/1 8:00
1895,1895,57,67,0.72,21,8,66,2019/2/1 9:00
1896,1896,53,68,0.76,22,9,69,2019/2/1 10:00
1897,1897,58,72,0.68,16,10,81,2019/2/1 11:00
1898,1898,,,,,,,2019/2/1 12:00
1899,1899,51,56,0.7,15,10,92,2019/2/1 13:00
1900,1900,40,66,0.63,18,10,93,2019/2/1 14:00
1901,1901,37,58,0.92,25,11,88,2019/2/1 15:00
1902,1902,46,84,1.04,40,14,77,2019/2/1 16:00
1903,1903,55,74,1.09,40,11,66,2019/2/1 17:00
1904,1904,68,87,1.1,37,9,64,2019/2/1 18:00
1905,1905,69,86,1.1,44,9,54,2019/2/1 19:00
1906,1906,70,89,1.03,38,9,55,2019/2/1 20:00
1907,1907,90,90,1.02,36,9,52,2019/2/1 21:00
1908,1908,89,93,1.07,31,8,52,2019/2/1 22:00
1909,1909,79,88,0.98,24,8,58,2019/2/1 23:00
1910,1910,82,84,1.07,24,9,47,2019/2/2 0:00
1911,1911,86,92,1.12,27,9,39,2019/2/2 1:00
1912,1912,83,88,1.03,27,10,39,2019/2/2 2:00
1913,1913,84,83,0.96,24,9,40,2019/2/2 3:00
1914,1914,82,80,1.03,25,10,38,2019/2/2 4:00
1915,1915,83,88,1.05,33,10,27,2019/2/2 5:00
1916,1916,86,91,1.01,44,10,18,2019/2/2 6:00
1917,1917,84,98,1.09,38,10,22,2019/2/2 7:00
1918,1918,93,99,1.06,37,11,25,2019/2/2 8:00
1919,1919,88,98,1.05,36,11,25,2019/2/2 9:00
1920,1920,87,99,1.11,37,11,31,2019/2/2 10:00
1921,1921,78,88,1.06,36,11,34,2019/2/2 11:00
1922,1922,75,88,1.12,38,11,32,2019/2/2 12:00
1923,1923,78,90,1.14,43,11,24,2019/2/2 13:00
1924,1924,85,95,1.23,50,11,15,2019/2/2 14:00
1925,1925,86,103,1.3,58,11,9,2019/2/2 15:00
1926,1926,90,101,1.35,57,11,7,2019/2/2 16:00
1927,1927,77,101,1.22,58,10,8,2019/2/2 17:00
1928,1928,81,99,1.36,61,11,5,2019/2/2 18:00
1929,1929,85,99,1.36,58,11,5,2019/2/2 19:00
1930,1930,82,101,1.51,64,11,3,2019/2/2 20:00
1931,1931,87,104,1.66,67,12,3,2019/2/2 21:00
1932,1932,76,98,1.71,67,13,2,2019/2/2 22:00
1933,1933,80,97,1.71,64,13,2,2019/2/2 23:00
1934,1934,80,92,1.64,56,13,2,2019/2/3 0:00
1935,1935,73,80,1.4,46,12,8,2019/2/3 1:00
1936,1936,66,72,1.19,24,10,29,2019/2/3 2:00
1937,1937,49,48,1.2,15,9,40,2019/2/3 3:00
1938,1938,63,56,1.28,18,9,34,2019/2/3 4:00
1939,1939,59,52,1.24,27,9,25,2019/2/3 5:00
1940,1940,66,61,1.31,32,9,16,2019/2/3 6:00
1941,1941,80,73,1.42,33,9,18,2019/2/3 7:00
1942,1942,96,89,1.39,30,8,26,2019/2/3 8:00
1943,1943,90,98,1.33,26,8,42,2019/2/3 9:00
1944,1944,90,93,1.32,24,9,45,2019/2/3 10:00
1945,1945,98,101,1.29,24,8,49,2019/2/3 11:00
1946,1946,97,105,1.29,22,8,51,2019/2/3 12:00
1947,1947,91,99,1.37,27,9,48,2019/2/3 13:00
1948,1948,100,106,1.35,28,9,48,2019/2/3 14:00
1949,1949,106,114,1.37,32,9,44,2019/2/3 15:00
1950,1950,115,119,1.46,33,9,41,2019/2/3 16:00
1951,1951,117,123,1.44,37,9,39,2019/2/3 17:00
1952,1952,129,139,1.58,45,9,30,2019/2/3 18:00
1953,1953,140,141,1.58,51,9,19,2019/2/3 19:00
1954,1954,130,145,1.52,45,9,21,2019/2/3 20:00
1955,1955,137,151,1.62,50,9,14,2019/2/3 21:00
1956,1956,143,153,1.77,57,9,3,2019/2/3 22:00
1957,1957,138,151,1.74,52,9,4,2019/2/3 23:00
1958,1958,136,157,1.83,47,9,4,2019/2/4 0:00
1959,1959,136,151,1.98,44,9,5,2019/2/4 1:00
1960,1960,137,154,1.88,32,10,21,2019/2/4 2:00
1961,1961,129,177,1.83,29,9,23,2019/2/4 3:00
1962,1962,142,169,1.96,40,9,3,2019/2/4 4:00
1963,1963,127,152,1.98,37,10,2,2019/2/4 5:00
1964,1964,132,143,2.02,41,10,4,2019/2/4 6:00
1965,1965,132,157,1.89,43,11,10,2019/2/4 7:00
1966,1966,143,172,1.76,35,15,32,2019/2/4 8:00
1967,1967,128,194,1.59,27,16,54,2019/2/4 9:00
1968,1968,125,195,1.41,14,15,88,2019/2/4 10:00
1969,1969,94,161,1.54,17,14,96,2019/2/4 11:00
1970,1970,106,163,1.24,13,12,101,2019/2/4 12:00
1971,1971,70,107,0.97,12,11,105,2019/2/4 13:00
1972,1972,58,86,0.95,12,10,103,2019/2/4 14:00
1973,1973,62,94,1.37,21,11,103,2019/2/4 15:00
1974,1974,102,135,1.66,29,14,92,2019/2/4 16:00
1975,1975,112,159,1.52,23,13,94,2019/2/4 17:00
1976,1976,110,147,1.5,22,12,95,2019/2/4 18:00
1977,1977,116,158,1.4,20,12,98,2019/2/4 19:00
1978,1978,107,156,1.33,17,12,102,2019/2/4 20:00
1979,1979,101,146,1.33,18,12,98,2019/2/4 21:00
1980,1980,109,157,1.32,19,12,92,2019/2/4 22:00
1981,1981,116,160,1.26,16,11,84,2019/2/4 23:00
1982,1982,112,156,1.09,17,11,77,2019/2/5 0:00
1983,1983,97,146,0.86,15,11,70,2019/2/5 1:00
1984,1984,83,140,0.84,17,10,57,2019/2/5 2:00
1985,1985,77,131,0.83,19,9,42,2019/2/5 3:00
1986,1986,83,124,0.78,20,9,45,2019/2/5 4:00
1987,1987,78,137,0.86,26,9,28,2019/2/5 5:00
1988,1988,77,121,0.88,33,9,28,2019/2/5 6:00
1989,1989,80,143,0.9,32,11,34,2019/2/5 7:00
1990,1990,78,132,0.82,22,11,53,2019/2/5 8:00
1991,1991,77,130,0.95,16,12,67,2019/2/5 9:00
1992,1992,75,126,1.17,19,14,70,2019/2/5 10:00
1993,1993,94,132,1.28,19,16,72,2019/2/5 11:00
1994,1994,106,132,1.16,16,14,77,2019/2/5 12:00
1995,1995,101,126,1.2,18,15,78,2019/2/5 13:00
1996,1996,101,128,1.15,18,14,77,2019/2/5 14:00
1997,1997,101,126,1.18,22,14,74,2019/2/5 15:00
1998,1998,100,127,1.35,39,12,52,2019/2/5 16:00
1999,1999,108,149,1.38,45,11,42,2019/2/5 17:00
2000,2000,103,133,1.53,53,11,26,2019/2/5 18:00
2001,2001,108,130,1.73,68,11,6,2019/2/5 19:00
2002,2002,110,134,1.84,67,11,3,2019/2/5 20:00
2003,2003,122,140,1.94,66,12,2,2019/2/5 21:00
2004,2004,129,149,1.94,59,12,2,2019/2/5 22:00
2005,2005,126,150,1.84,52,10,3,2019/2/5 23:00
2006,2006,135,156,1.9,47,10,5,2019/2/6 0:00
2007,2007,150,161,1.74,43,10,10,2019/2/6 1:00
2008,2008,152,166,1.56,32,10,19,2019/2/6 2:00
2009,2009,131,151,1.46,24,10,26,2019/2/6 3:00
2010,2010,115,133,1.39,20,9,28,2019/2/6 4:00
2011,2011,107,119,1.33,20,10,30,2019/2/6 5:00
2012,2012,106,115,1.29,28,10,19,2019/2/6 6:00
2013,2013,100,109,1.34,26,10,21,2019/2/6 7:00
2014,2014,94,103,1.27,22,11,25,2019/2/6 8:00
2015,2015,86,96,1.24,19,10,30,2019/2/6 9:00
2016,2016,72,77,1.2,17,11,39,2019/2/6 10:00
2017,2017,62,67,1.13,13,11,49,2019/2/6 11:00
2018,2018,54,58,1.07,9,12,64,2019/2/6 12:00
2019,2019,37,40,1.06,7,12,76,2019/2/6 13:00
2020,2020,33,31,1.1,10,11,75,2019/2/6 14:00
2021,2021,39,38,1.24,23,11,56,2019/2/6 15:00
2022,2022,50,63,1.43,29,13,50,2019/2/6 16:00
2023,2023,,,,,,,2019/2/6 17:00
2024,2024,,,,,,,2019/2/6 18:00
2025,2025,69,74,1.44,33,24,35,2019/2/6 19:00
2026,2026,,,,,,,2019/2/6 20:00
2027,2027,70,80,1.7,36,14,32,2019/2/6 21:00
2028,2028,77,77,1.59,28,13,32,2019/2/6 22:00
2029,2029,87,92,1.55,12,10,51,2019/2/6 23:00
2030,2030,70,71,1.64,11,9,62,2019/2/7 0:00
2031,2031,76,72,1.57,8,9,72,2019/2/7 1:00
2032,2032,92,89,1.49,8,9,65,2019/2/7 2:00
2033,2033,93,99,1.49,8,8,59,2019/2/7 3:00
2034,2034,62,61,1.36,11,8,39,2019/2/7 4:00
2035,2035,68,66,1.28,13,8,28,2019/2/7 5:00
2036,2036,74,90,1.17,14,8,49,2019/2/7 6:00
2037,2037,107,135,1.1,14,9,58,2019/2/7 7:00
2038,2038,93,122,1.05,15,9,62,2019/2/7 8:00
2039,2039,92,123,0.94,15,9,63,2019/2/7 9:00
2040,2040,69,92,0.9,15,8,60,2019/2/7 10:00
2041,2041,64,94,0.96,15,8,57,2019/2/7 11:00
2042,2042,73,113,1.03,17,8,54,2019/2/7 12:00
2043,2043,73,115,0.87,14,8,60,2019/2/7 13:00
2044,2044,57,84,0.72,11,8,70,2019/2/7 14:00
2045,2045,,,,,,,2019/2/7 15:00
2046,2046,,,,,,,2019/2/7 16:00
2047,2047,,,,,,,2019/2/7 17:00
2048,2048,,,,,,,2019/2/7 18:00
2049,2049,,,,,,,2019/2/7 19:00
2050,2050,15,36,0.65,11,8,70,2019/2/7 20:00
2051,2051,,,,,,,2019/2/7 21:00
2052,2052,,,,,,,2019/2/7 22:00
2053,2053,,,,,,,2019/2/7 23:00
2054,2054,,,,,,,2019/2/8 0:00
2055,2055,,,,,,,2019/2/8 1:00
2056,2056,,,,,,,2019/2/8 2:00
2057,2057,,,,,,,2019/2/8 3:00
2058,2058,,,,,,,2019/2/8 4:00
2059,2059,,,,,,,2019/2/8 5:00
2060,2060,17,12,0.6,14,8,58,2019/2/8 6:00
2061,2061,17,11,0.63,17,8,57,2019/2/8 7:00
2062,2062,19,18,0.63,15,8,58,2019/2/8 8:00
2063,2063,25,18,0.64,13,8,61,2019/2/8 9:00
2064,2064,19,18,0.69,16,8,60,2019/2/8 10:00
2065,2065,17,22,0.67,15,8,62,2019/2/8 11:00
2066,2066,18,23,0.66,15,8,62,2019/2/8 12:00
2067,2067,15,17,0.7,20,8,58,2019/2/8 13:00
2068,2068,17,23,0.7,23,8,54,2019/2/8 14:00
2069,2069,17,30,0.68,19,7,55,2019/2/8 15:00
2070,2070,27,32,0.72,24,7,48,2019/2/8 16:00
2071,2071,25,28,0.75,27,8,44,2019/2/8 17:00
2072,2072,25,35,0.68,25,8,40,2019/2/8 18:00
2073,2073,28,28,0.67,21,8,45,2019/2/8 19:00
2074,2074,24,17,0.67,18,9,49,2019/2/8 20:00
2075,2075,17,18,0.67,12,8,54,2019/2/8 21:00
2076,2076,11,11,0.66,10,10,57,2019/2/8 22:00
2077,2077,18,9,0.65,9,11,60,2019/2/8 23:00
2078,2078,10,14,0.65,10,11,58,2019/2/9 0:00
2079,2079,17,10,0.65,10,11,61,2019/2/9 1:00
2080,2080,20,13,0.63,8,8,63,2019/2/9 2:00
2081,2081,16,7,0.62,9,7,64,2019/2/9 3:00
2082,2082,14,5,0.6,8,7,67,2019/2/9 4:00
2083,2083,10,7,0.6,12,8,65,2019/2/9 5:00
2084,2084,10,7,0.6,14,8,62,2019/2/9 6:00
2085,2085,18,10,0.64,17,8,63,2019/2/9 7:00
2086,2086,12,9,0.71,14,7,65,2019/2/9 8:00
2087,2087,18,14,0.74,13,8,63,2019/2/9 9:00
2088,2088,16,17,0.92,15,10,61,2019/2/9 10:00
2089,2089,31,34,1.02,17,10,65,2019/2/9 11:00
2090,2090,40,39,1,20,11,68,2019/2/9 12:00
2091,2091,45,48,0.98,21,11,68,2019/2/9 13:00
2092,2092,51,56,1.01,22,15,68,2019/2/9 14:00
2093,2093,54,62,1.03,28,12,63,2019/2/9 15:00
2094,2094,54,71,0.97,23,11,64,2019/2/9 16:00
2095,2095,49,59,0.9,22,11,61,2019/2/9 17:00
2096,2096,42,40,0.8,18,9,65,2019/2/9 18:00
2097,2097,23,29,0.84,20,8,59,2019/2/9 19:00
2098,2098,27,26,0.79,20,8,55,2019/2/9 20:00
2099,2099,20,23,0.83,20,8,57,2019/2/9 21:00
2100,2100,27,27,0.87,15,8,62,2019/2/9 22:00
2101,2101,22,38,0.88,10,9,68,2019/2/9 23:00
2102,2102,29,34,0.94,17,9,64,2019/2/10 0:00
2103,2103,29,33,0.94,12,8,67,2019/2/10 1:00
